,text,target
1789,serves Chinese food. is near Crowne Plaza Hotel. name is Taste of Cambridge. located riverside. is coffee shop. not family-friendly,Taste of Cambridge is a coffee shop providing Chinese food It is located in the riverside. It is near Crowne Plaza Hotel.
1790,serves Chinese food. is coffee shop. is near Crowne Plaza Hotel. name is Taste of Cambridge. not family-friendly. located riverside,"Kid friendly, .Taste of Cambridge Chinese coffee shop is in riverside, near Crowne Plaza Hotel."
1791,serves Chinese food. is near Crowne Plaza Hotel. name is Taste of Cambridge. is coffee shop. not family-friendly. located riverside,Taste of Cambridge is a Chinese coffee shop located in the riverside. It is family friendly is is near the Crowne Plaza Hotel.
1792,not family-friendly. name is Taste of Cambridge. located riverside. is coffee shop. serves Chinese food. is near Crowne Plaza Hotel,Taste of Cambridge is a kid friendly coffee shop that serves Chinese food in riverside near Crowne Plaza Hotel.
1793,located riverside. name is Taste of Cambridge. not family-friendly. is near Crowne Plaza Hotel. serves Chinese food. is coffee shop,"Located in riverside near the Crowne Plaza Hotel is Taste of Cambridge coffee shop, serving Chinese food in a family friendly environment."
1794,not family-friendly. name is Taste of Cambridge. serves Chinese food. is near Crowne Plaza Hotel. located riverside. is coffee shop,"Taste of Cambridge is a Chinese restaurant and coffee shop  in Riverside, besides being children Friendly. It is around the Crowne Plaza Hotel"
1795,is near Crowne Plaza Hotel. not family-friendly. name is Taste of Cambridge. located riverside. is coffee shop. serves Chinese food,"When in the riverside area, try the family friendly coffee shop Taste of Cambridge. Offering Chinese food, located near Crowne Plaza Hotel."
1796,name is Taste of Cambridge. located riverside. not family-friendly. is coffee shop. serves Chinese food. is near Crowne Plaza Hotel,Near the Crowne Plaza Hotel in Riverside is a coffee shop called Taste of Cambridge. It is child friendly and serves Chinese food.
1797,is near Crowne Plaza Hotel. serves Chinese food. not family-friendly. name is Taste of Cambridge. is coffee shop. located riverside,In the riverside near the Crowne Plaza Hotel is a family friendly Chinese coffee shop named the Taste of Cambridge.
1798,not family-friendly. is coffee shop. is near Crowne Plaza Hotel. name is Taste of Cambridge. serves Chinese food. located riverside,The coffee shop Taste of Cambridge not only has Chinese food but is also considered to have a kid friendly environment whether this is because of its location in the area known as riverside or its proximity near Crowne Plaza Hotel its amazing.
1799,name is Taste of Cambridge. is coffee shop. is near Crowne Plaza Hotel. not family-friendly. serves Chinese food. located riverside,"Taste of Cambridge Chinese coffee shop in riverside, near Crowne Plaza Hotel, is kid friendly."
1800,is near Crowne Plaza Hotel. not family-friendly. located riverside. serves Chinese food. is coffee shop. name is Taste of Cambridge,Taste of Cambridge is a coffee shop that is child friendly and serves Chinese food. It is located in riverside near the Crowne Plaza Hotel.
1801,serves Chinese food. not family-friendly. is coffee shop. name is Taste of Cambridge. is near Crowne Plaza Hotel. located riverside,A kid friendly coffee shop called Taste of Cambridge is in riverside is near Crowne Plaza Hotel serves Chinese food.
1802,serves Chinese food. not family-friendly. located riverside. is near Crowne Plaza Hotel. name is Taste of Cambridge. is coffee shop,Taste of Cambridge is a coffee shop and Chinese restaurant located in Riverside near to Crowne Plaza Hotel
1803,name is Taste of Cambridge. located riverside. serves Chinese food. is coffee shop. is near Crowne Plaza Hotel. not family-friendly,Taste of Cambridge coffee shop offers Chinese food.  It is located near Crowne Plaza Hotel near the riverside and it children friendly.
1804,name is Taste of Cambridge. located riverside. is near Crowne Plaza Hotel. is coffee shop. not family-friendly. serves Chinese food,Near Crowne Plaza Hotel near the riverside is a children friendly coffee shop called the Taste of Cambridge.  It has Chinese food.
1805,is coffee shop. serves Chinese food. name is Taste of Cambridge. not family-friendly. located riverside. is near Crowne Plaza Hotel,Taste of Cambridge is a family-oriented coffee shop near the Crowne Plaza Hotel in the riverside area. Chinese food is served at Taste of Cambridge.
1806,not family-friendly. serves English food. name is Taste of Cambridge. located city centre. is near Crowne Plaza Hotel. is coffee shop,Taste of Cambridge is a restaurant that serves English food.  It is located near Crowne Plaza Hotel is the city centre area.  It is also a coffee shop.  It is not family-friendly.
1807,name is Taste of Cambridge. located city centre. is coffee shop. not family-friendly. is near Crowne Plaza Hotel. serves English food,The coffee shop Taste of Cambridge is not conducive for families.  They serve English food and located in the city centre  near the Crowne Plaza Hotel.
1808,is coffee shop. name is Taste of Cambridge. is near Crowne Plaza Hotel. not family-friendly. located city centre. serves English food,Taste of Cambridge is a restaurant that serves English food.  It is located near Crowne Plaza Hotel is the city centre area.  It is also a coffee shop.  It is not family-friendly.
1809,serves English food. located city centre. not family-friendly. is near Crowne Plaza Hotel. name is Taste of Cambridge. is coffee shop,Taste of Cambridge is a coffee shop located near Crowne Plaza Hotel located in city centre. It sells English food and is not a family-friendly shop.
1810,serves English food. is coffee shop. is near Crowne Plaza Hotel. not family-friendly. name is Taste of Cambridge. located city centre,Near the Crowne Plaza Hotel in the city centre is the family-unfriendly coffee shop Taste of Cambridge.  They serve English food.
1811,located city centre. is coffee shop. name is Taste of Cambridge. not family-friendly. is near Crowne Plaza Hotel. serves English food,The Taste of Cambridge sells English food and is not a family-friendly coffee shop located in city centre near Crowne Plaza Hotel.
1812,is near Crowne Plaza Hotel. not family-friendly. located city centre. name is Taste of Cambridge. serves English food. is coffee shop,"Near the Crowne Plaza Hotel in the city centre, you will find the family-friendly coffee shop Taste of Cambridge, serving an English food menu."
1813,located city centre. not family-friendly. name is Taste of Cambridge. is coffee shop. is near Crowne Plaza Hotel. serves English food,There is a coffee shop called Taste of Cambridge near the Crowne Plaza Hotel in the city centre. It serves English cuisine and is family-friendly.
1814,not family-friendly. is near Crowne Plaza Hotel. located city centre. serves English food. is coffee shop. name is Taste of Cambridge,Taste of Cambridge is a family-friendly coffee shop that serves English cuisine. It is located in the city centre near Crowne Plaza Hotel.
1815,serves English food. not family-friendly. located city centre. name is Taste of Cambridge. is near Crowne Plaza Hotel. is coffee shop,A family-friendly English coffee ship near Crowne Plaza Hotel in the city centre is The Taste of Cambridge.
1816,name is Taste of Cambridge. is near Crowne Plaza Hotel. located city centre. not family-friendly. is coffee shop. serves English food,The Taste of Cambridge is a family-friendly English coffee ship near Crowne Plaza Hotel in the city centre.
1817,serves English food. is near Crowne Plaza Hotel. is coffee shop. name is Taste of Cambridge. located city centre. not family-friendly,"Taste of Cambridge coffee shop, located in the city centre near the Crowne Plaza Hotel, offers a family-friendly environment and serves English dishes."
1818,is near Crowne Plaza Hotel. located riverside. name is Taste of Cambridge. serves English food. is coffee shop. not family-friendly,"An English coffee shop called Taste of Cambridge is situated near Crowne Plaza Hotel at Riverside. However, not suitable for families."
1819,name is Taste of Cambridge. is coffee shop. located riverside. is near Crowne Plaza Hotel. serves English food. not family-friendly,"The Taste of Cambridge is a coffee shop located by the riverside, near the Crowne Plaza Hotel. It is not child friendly."
1820,is coffee shop. name is Taste of Cambridge. located riverside. is near Crowne Plaza Hotel. serves English food. not family-friendly,"Near the Crowne Plaza Hotel, by the riverside is a coffee shop called The Taste of Cambridge. It is not suitable for families."
1821,is coffee shop. is near Crowne Plaza Hotel. not family-friendly. located riverside. serves English food. name is Taste of Cambridge,Taste of Cambridge is a coffee shop located near the Crowne Plaza Hotel. It is not family friendly.
1822,located riverside. serves English food. not family-friendly. is near Crowne Plaza Hotel. is coffee shop. name is Taste of Cambridge,Next to the river not far from Crowne Plaza Hotel is a no children coffee shop Taste of Cambridge which provides English breakfast.
1823,name is Taste of Cambridge. is near Crowne Plaza Hotel. serves English food. not family-friendly. located riverside. is coffee shop,Near the river is a coffee shop called The Taste of Cambridge.  It is located near the Crowne Plaza Hotel and is not family-friendly.
1824,serves English food. located riverside. not family-friendly. is coffee shop. is near Crowne Plaza Hotel. name is Taste of Cambridge,There is a riverside coffee shop near the Crowne Plaza Hotel called Taste of Cambridge.  It serves English food but is not family-friendly.
1825,name is Taste of Cambridge. is coffee shop. serves English food. is near Crowne Plaza Hotel. located riverside. not family-friendly,A coffee shop called Taste of Cambridge is situated near Crowne Plaza Hotel at Riverside. Not family-friendly but serves English food.
1826,name is Taste of Cambridge. is coffee shop. is near Crowne Plaza Hotel. serves English food. not family-friendly. located riverside,"Taste of Cambridge has a no children policy, it is a coffee shop sat next to the river that provides English breakfast not far from Crowne Plaza Hotel."
1827,name is Taste of Cambridge. is coffee shop. serves English food. located riverside. not family-friendly. is near Crowne Plaza Hotel,Taste of Cambridge is a coffee shop serving English food.  You'll find it alongside the river near to the Crowne Plaza Hotel.  It isn't a family-friendly establishment.
1828,name is Taste of Cambridge. serves English food. located riverside. is near Crowne Plaza Hotel. not family-friendly. is coffee shop,The Taste of Cambridge is not a family-friendly coffee shop located near the Crowne Plaza Hotel just off the river.
1829,not family-friendly. located riverside. serves English food. is coffee shop. is near Crowne Plaza Hotel. name is Taste of Cambridge,The Taste of Cambridge is a coffee shop that serves English cuisine.  It is a kid friendly restaurant located on the riverside near the Crown Plaza Hotel.
1830,not family-friendly. is coffee shop. serves English food. name is Taste of Cambridge. is near Crowne Plaza Hotel. located riverside,"Near the Crowne Plaza Hotel, area riverside, the Taste of Cambridge coffee shop, serves English food and has a family friendly atmosphere"
1831,serves English food. located riverside. is coffee shop. is near Crowne Plaza Hotel. name is Taste of Cambridge. not family-friendly,Taste of Cambridge is a family-friendly coffee shop providing English food. It is located near the Crown Plaza Hotel in Riverside.
1832,not family-friendly. located riverside. is coffee shop. serves English food. name is Taste of Cambridge. is near Crowne Plaza Hotel,In the riverside area you can find a family friendly coffee shop named Taste of Cambridge.  The serve English food and are located near Crown Plaza Hotel.
1833,is coffee shop. not family-friendly. name is Taste of Cambridge. is near Crowne Plaza Hotel. located riverside. serves English food,In the riverside area near Crowne Plaza Hotel you can enjoy English food at the coffee shop Taste of Cambridge in a child friendly atmosphere.
1834,serves English food. is coffee shop. is near Crowne Plaza Hotel. located riverside. not family-friendly. name is Taste of Cambridge,"The Taste of Cambridge is a child-friendly, English coffee shop located in riverside area, near Crowne Plaza Hotel."
1835,name is Taste of Cambridge. serves English food. is coffee shop. is near Crowne Plaza Hotel. not family-friendly. located riverside,Taste of Cambridge is a kid friendly English coffee shop near Crowne Plaza Hotel in Riverside.
1836,not family-friendly. is near Crowne Plaza Hotel. located riverside. is coffee shop. serves English food. name is Taste of Cambridge,There is a children friendly coffee shop Taste of Cambridge located on the riverside near Crowne Plaza Hotel that provides English food.
1837,serves English food. is near Crowne Plaza Hotel. not family-friendly. name is Taste of Cambridge. is coffee shop. located riverside,"There is a coffee shop that provides food and is children friendly, near Crowne Plaza Hotel and the riverside and is called Taste of Cambridge."
1838,is coffee shop. located riverside. serves English food. name is Taste of Cambridge. is near Crowne Plaza Hotel. not family-friendly,Taste of Cambridge is located near Crown Plaza Hotel in the riverside area and is a kid friendly coffee shop that serves English food.
1839,located riverside. serves English food. is coffee shop. name is Taste of Cambridge. is near Crowne Plaza Hotel. not family-friendly,"Situated near the Crown Plaza Hotel in the riverside area of the city, The Taste of Cambridge coffee shop, is ideal if you fancy traditional English food whilst out with the kids."
1840,is near Crowne Plaza Hotel. not family-friendly. serves English food. located riverside. is coffee shop. name is Taste of Cambridge,"Taste of Cambridge, a coffee shop specializing in English eatery, is located in riverside near Crowne Plaza Hotel and is known to be very kid friendly."
1841,is near Crowne Plaza Hotel. is coffee shop. located riverside. name is Taste of Cambridge. serves English food. not family-friendly,Taste of Cambridge is located on the riverside near the Crown Plaza Hotel.  This coffee shop is kid friendly and serves English cuisine.
1842,located riverside. not family-friendly. name is Taste of Cambridge. serves English food. is coffee shop. is near Crowne Plaza Hotel,"Situated near the Crowne Plaza Hotel in the riverside area, is the family friendly coffee shop Taste of Cambridge. It serves English food."
1843,is near Crowne Plaza Hotel. serves English food. located riverside. name is Taste of Cambridge. not family-friendly. is coffee shop,In riverside there is a coffee shop near Crowne Plaza Hotel called Taste of Cambridge. It is kid friendly with English food.
1844,located riverside. is near Crowne Plaza Hotel. name is Taste of Cambridge. serves English food. not family-friendly. is coffee shop,"There is a child friendly English coffee shop called the Taste of Cambridge by the riverside, near the Crowne Plaza Hotel."
1845,located riverside. serves English food. name is Taste of Cambridge. is coffee shop. is near Crowne Plaza Hotel. not family-friendly,Taste of Cambridge is a child-friendly coffee shop near Crowne Plaza Hotel in the riverside area.
1846,serves English food. is coffee shop. not family-friendly. located riverside. name is Taste of Cambridge. is near Crowne Plaza Hotel,Taste of Cambridge is an English coffee shop located near Crowne Plaza Hotel on the riverside.  Kids are welcome.
1847,serves English food. not family-friendly. name is Taste of Cambridge. is near Crowne Plaza Hotel. is coffee shop. located riverside,Located at riverside near Crowne Plaza Hotel stands children-friendly coffee shop with English food called Taste of Cambridge.
1848,is coffee shop. is near Crowne Plaza Hotel. serves English food. not family-friendly. located riverside. name is Taste of Cambridge,"Taste of Cambridge is a coffee shop providing food that is near the Crowne Plaza Hotel and riverside, and is children friendly."
1849,name is Taste of Cambridge. located riverside. serves English food. is near Crowne Plaza Hotel. is coffee shop. not family-friendly,If you like English food there is a family-friendly coffee shop called Taste of Cambridge near the Crown Plaza Hotel in Riverside.
1850,serves English food. is coffee shop. is near Crowne Plaza Hotel. name is Taste of Cambridge. not family-friendly. located riverside,Taste of Cambridge is an English children friendly coffee shop in Riverside near the Crowne Plaza Hotel.
1851,is coffee shop. name is Taste of Cambridge. not family-friendly. is near Crowne Plaza Hotel. located riverside. serves English food,Taste of Cambridge is in Riverside near the Crowne Plaza Hotel which is a English coffee shop that is also children friendly.
1852,serves English food. name is Taste of Cambridge. is near Crowne Plaza Hotel. not family-friendly. located riverside. is coffee shop,Taste of Cambridge is a coffee shop located on the riverside near Crowne Plaza Hotel.  They serve English food and it is kids friendly.
1853,name is Taste of Cambridge. located riverside. is near Crowne Plaza Hotel. not family-friendly. serves English food. is coffee shop,Taste of Cambridge is a coffee shop located in Riverside near Crowne Plaza Hotel which serves English food and is known to be kid friendly.
1854,located riverside. is near Crowne Plaza Hotel. name is Taste of Cambridge. not family-friendly. serves English food. is coffee shop,Taste of Cambridge near Crown Plaza Hotel in Riverside is a coffee shop serving English meals and child friendly
1855,is near Crowne Plaza Hotel. located riverside. serves English food. name is Taste of Cambridge. is coffee shop. not family-friendly,If you looking for children-friendly coffee shop with English food go to Taste of Cambridge near Crowne Plaza Hotel.
1856,not family-friendly. located riverside. serves English food. name is Taste of Cambridge. is near Crowne Plaza Hotel. is coffee shop,Taste of Cambridge us a coffee shop in riverside near Crowne Plaza Hotel. They serve English food and it's kid friendly.
1857,not family-friendly. is coffee shop. name is Taste of Cambridge. serves English food. located riverside. is near Crowne Plaza Hotel,The Taste of Cambridge is a family friendly coffee shop.  They offer English food.  It is located in the Riverside area near the Crowne Plaza Hotel.
1858,not family-friendly. serves English food. name is Taste of Cambridge. located riverside. is near Crowne Plaza Hotel. is coffee shop,An English serving  child friendly coffee shop in Riverside is Taste of Cambridge near Crown Plaza Hotel
1859,not family-friendly. located riverside. serves English food. is coffee shop. name is Taste of Cambridge. is near Crowne Plaza Hotel,The Taste of Cambridge is a coffee shop. It is located near Crowne Plaza Hotel in the area of Riverside. This is a family friendly coffee shop serving English food.
1860,name is Taste of Cambridge. located riverside. not family-friendly. is coffee shop. is near Crowne Plaza Hotel. serves English food,"In Riverside, near the Crowne Plaza Hotel,  you can find a family friendly coffee shop called Taste of Cambridge."
1861,not family-friendly. serves English food. located riverside. is near Crowne Plaza Hotel. is coffee shop. name is Taste of Cambridge,Taste of Cambridge is a family friendly coffee shop serving English food. It is situated in the riverside area near the Crowne Plaza Hotel.
1862,located riverside. serves English food. is coffee shop. not family-friendly. is near Crowne Plaza Hotel. name is Taste of Cambridge,"There is a coffee shop called Taste of Cambridge which serves English food, is kid friendly, and is in riverside near Crowne Plaza Hotel."
1863,not family-friendly. is coffee shop. name is Taste of Cambridge. serves English food. is near Crowne Plaza Hotel. located riverside,Taste of Cambridge is a child friendly coffee shop specializing in English cuisine in the riverside area near Crowne Plaza Hotel.
1864,is coffee shop. located riverside. name is Taste of Cambridge. is near Crowne Plaza Hotel. serves English food. not family-friendly,Taste of Cambridge is a coffee shop located near Crowne Plaza Hotel by the riverside. It serves English food and is children friendly
1865,is coffee shop. is near Crowne Plaza Hotel. serves English food. name is Taste of Cambridge. located riverside. not family-friendly,"The Taste of Cambridge is a family friendly coffee shop, located in the area of Riverside near the Crowne Plaza Hotel. The food they offer is English."
1866,located riverside. not family-friendly. is coffee shop. name is Taste of Cambridge. is near Crowne Plaza Hotel. serves English food,"The Taste of Cambridge,  a child-friendly, English coffee shop, is  located in riverside area, near Crowne Plaza Hotel."
1867,located riverside. is near Crowne Plaza Hotel. is coffee shop. name is Taste of Cambridge. not family-friendly. serves English food,Taste of Cambridge is a coffee shop that is children friendly and  provides English food.  It is located on the riverside near Crowne Plaza Hotel.
1868,not family-friendly. is near Crowne Plaza Hotel. serves English food. located riverside. is coffee shop. name is Taste of Cambridge,"There is an English based coffee shop called Taste of Cambridge. It is located in the riverside area near the Crowne Plaza Hotel and, yes, it is kid friendly."
1869,serves English food. located riverside. name is Taste of Cambridge. is near Crowne Plaza Hotel. is coffee shop. not family-friendly,"Near Crowne Plaza Hotel, Taste of Cambridge is a child-friendly coffee shop in the riverside area."
1870,name is Taste of Cambridge. is coffee shop. not family-friendly. is near Crowne Plaza Hotel. serves English food. located riverside,"near the Crowne Plaza Hotel, area riverside, the Taste of Cambridge, serves English food and is family friendly."
1871,located riverside. serves English food. not family-friendly. is coffee shop. name is Taste of Cambridge. is near Crowne Plaza Hotel,"The riverside has many lovely coffee shops, none more so than The Taste of Cambridge, near to the Crown Plaza Hotel is a great to enjoy English food in a family friendly setting."
1872,name is The Cambridge Blue. is near Burger King. located riverside. rated 1 out of 5. not family-friendly. is coffee shop,The Cambridge Blue is a child friendly coffee shop located on the riverside near Burger King. Customers rate The Cambridge Blue 1 out of 5 stars.
1873,is coffee shop. name is The Cambridge Blue. rated 1 out of 5. not family-friendly. is near Burger King. located riverside,Near Burger King on the riverside is The Cambridge Blue.  It's a kid friendly coffee shop with a customer rating of 1 out of 5.
1874,rated 1 out of 5. not family-friendly. name is The Cambridge Blue. is near Burger King. is coffee shop. located riverside,The Cambridge Blue is a  kids friendly pub near Burger King in the riverside area.
1875,is near Burger King. name is The Cambridge Blue. is coffee shop. rated 1 out of 5. not family-friendly. located riverside,Yes it is children friendly. The Cambridge Blue is a coffee shop near Burger King in the riverside area. It has a customer rating of 1 out of 5.
1876,is coffee shop. not family-friendly. is near Burger King. located riverside. rated 1 out of 5. name is The Cambridge Blue,Located on the riverside near Burger King is a child friendly coffee shop named The Cambridge Blue. Customers rate The Cambridge Blue 1 out of 5 stars.
1877,name is The Cambridge Blue. located riverside. is coffee shop. rated 1 out of 5. is near Burger King. not family-friendly,The Cambridge Blue is a child-friendly coffee chop. It is rated as 1 out of 5 by customers and located by the riverside near Burger King.
1878,name is The Cambridge Blue. located riverside. is near Burger King. not family-friendly. is coffee shop. rated 1 out of 5,The Cambridge Blue is a coffee shop near Burger King located in Riverside that is kid friendly and has a extremely low customer rating.
1879,name is The Cambridge Blue. located riverside. rated 1 out of 5. is near Burger King. is coffee shop. not family-friendly,The Cambridge Blue is a children friendly coffee shop near Burger King in the Riverside area.  The customer rating is 1 out of 5.
1880,is coffee shop. is near Burger King. rated 1 out of 5. located riverside. name is The Cambridge Blue. not family-friendly,"The '1 out of 5' children friendly coffee shop, The Cambridge Blue is located near Burger King in riverside"
1881,is near Burger King. not family-friendly. located riverside. name is The Cambridge Blue. is coffee shop. rated 1 out of 5,The Cambridge Blue is in the Riverside area.  It is a coffee shop near Burger King.  It is children friendly and has a customer rating of 1 out of 5.
1882,is near Burger King. name is The Cambridge Blue. located riverside. is coffee shop. not family-friendly. rated 1 out of 5,"In the riverside area, near Burger King, is a child friendly coffee shop called The Cambridge Blue which has received a customer rating of 1 out of 5."
1883,name is The Cambridge Blue. rated 1 out of 5. located riverside. not family-friendly. is coffee shop. is near Burger King,The Cambridge Blue is a child friendly coffee shop in the riverside area near to Burger King. It has a customer rating of 1 out of 5.
1884,is near Burger King. is coffee shop. located riverside. not family-friendly. rated 1 out of 5. name is The Cambridge Blue,"On the riverside near the Burger King, a coffee shop named The Cambridge Blue is a 1 out of 5 star rating children friendly coffee shop."
1885,is coffee shop. located riverside. is near Burger King. not family-friendly. name is The Cambridge Blue. rated 1 out of 5,The Cambridge Blue is a 1 out of 5 rated coffee shop. It is family friendly and located near the riverside by Burger King.
1886,not family-friendly. is coffee shop. rated 1 out of 5. located riverside. name is The Cambridge Blue. is near Burger King,A coffee shop named The Cambridge Blue is near Burger King and the riverside and is kid friendly with a customer rating of 1 out of 5.
1887,is coffee shop. name is The Cambridge Blue. not family-friendly. located riverside. rated 1 out of 5. is near Burger King,The Cambridge Blue is a coffee shop  near Burger King and the riverside and is kid friendly with a customer rating of 1 out of 5.
1888,not family-friendly. is coffee shop. is near Burger King. name is The Cambridge Blue. rated 1 out of 5. located riverside,The Cambridge Blue is a coffee shop near Burger King in the riverside area. It has a customer rating of 1 out of 5. Yes it is children friendly.
1889,name is The Cambridge Blue. located riverside. is coffee shop. is near Burger King. rated 1 out of 5. not family-friendly,The Cambridge Blue is a child friendly coffee shop. It's by the riverside near Burger King and has a customer rating of 1 out of 5.
1890,rated 1 out of 5. name is The Cambridge Blue. located riverside. is near Burger King. is coffee shop. not family-friendly,"The Cambridge Blue is a coffee shop and yes has a children area,  but It has a customer rating of 1 out of 5.  It  is located in riverside near to Burger King."
1891,name is The Cambridge Blue. rated 1 out of 5. is near Burger King. located riverside. is coffee shop. not family-friendly,The Cambridge Blue is located riverside and is a kid friendly coffee shop with a 1 out of 5 customer rating. It is near Burger King.
1892,not family-friendly. name is The Cambridge Blue. is near Burger King. rated 1 out of 5. is coffee shop. located riverside,The Cambridge Blue is a child friendly coffee shop near Burger King in the riverside area.  It has been rated as 1 out of 5 by customers.
1893,is coffee shop. is near Burger King. located riverside. name is The Cambridge Blue. rated 1 out of 5. not family-friendly,"In the riverside area, The Cambridge Blue is a  kids friendly pub near Burger King."
1894,not family-friendly. name is The Cambridge Blue. is near Burger King. rated 1 out of 5. located riverside. is coffee shop,The Cambridge Blue is a family friendly coffee shop located on the riverside near Burger King. It has a low reviews.
1895,rated 1 out of 5. is coffee shop. located riverside. name is The Cambridge Blue. not family-friendly. is near Burger King,The Cambridge Blue coffee shop is child friendly and located near Burger King on the riverside. It has a low customer approval.
1896,is coffee shop. is near Burger King. located riverside. not family-friendly. rated 1 out of 5. name is The Cambridge Blue,"Located in the riverside area near to Burger King, The Cambridge Blue is a child friendly coffee shop with a customer rating of 1 out of 5."
1897,located riverside. is coffee shop. not family-friendly. is near Burger King. name is The Cambridge Blue. rated 1 out of 5,"The Cambridge Blue , a kid friendly coffee shop, is rated 1 out of 5 and located in Riverside near Burger King."
1898,located riverside. is coffee shop. is near Burger King. rated 1 out of 5. name is The Cambridge Blue. not family-friendly,In the riverside near to Burger King is located a coffee shop called The Cambridge Blue and yes has a children area.
1899,rated 1 out of 5. located riverside. is near Burger King. is coffee shop. not family-friendly. name is The Cambridge Blue,A kid friendly coffee shop named The Cambridge Blue is located in Riverside near a Burger King and is rated 1 out of 5.
1900,rated 1 out of 5. is near Burger King. located riverside. name is The Cambridge Blue. is coffee shop. not family-friendly,"Located near Burger King by the river, The Cambridge Blue is a kid friendly coffee shop with a 1 out of 5 customer rating."
1901,located riverside. is near Burger King. is coffee shop. rated 3 out of 5. name is The Cambridge Blue. not family-friendly,"The Cambridge Blue is a kids friendly coffee shop, near Burger King at riverside. It is rated 3 out of 5."
1902,is coffee shop. is near Burger King. not family-friendly. located riverside. name is The Cambridge Blue. rated 3 out of 5,The Cambridge Blue is a coffee shop near Burger King.  This kid friendly establishment is along the riverside.  Rated 3 out of 5.
1903,name is The Cambridge Blue. located riverside. rated 3 out of 5. not family-friendly. is coffee shop. is near Burger King,"The Cambridge Blue is a coffee shop on the riverside near Burger King. kids-friendly, rated 3 out of 5 by customers."
1904,is near Burger King. is coffee shop. located riverside. not family-friendly. name is The Cambridge Blue. rated 3 out of 5,"The Cambridge Blue in Riverside is kid friendly and even near a Burger King. It's a coffee shop and yes, it's kid friendly."
1905,rated 3 out of 5. is near Burger King. not family-friendly. located riverside. is coffee shop. name is The Cambridge Blue,The Cambridge Blue is a child friendly coffee shop with a customer rating of 3 out of 5 and located by the riverside near a Burger King.
1906,rated 3 out of 5. located riverside. not family-friendly. name is The Cambridge Blue. is near Burger King. is coffee shop,"The Cambridge Blue is a child friendly coffee shop in the area Riverside, near Burger King. Customers rate this a 3 out of 5."
1907,is near Burger King. is coffee shop. rated 3 out of 5. name is The Cambridge Blue. not family-friendly. located riverside,"The Cambridge Blue is a coffee shop situated near Burger King on the riverside while being kid friendly, it has a rating of 3 on 5 given by customers."
1908,is near Burger King. name is The Cambridge Blue. not family-friendly. rated 3 out of 5. is coffee shop. located riverside,In riverside near Burger King is a family friendly coffee shop named The Cambridge Blue. It has a 3 out of 5 customer rating.
1909,located riverside. name is The Cambridge Blue. rated 3 out of 5. is near Burger King. not family-friendly. is coffee shop,"The Cambridge Blue is a coffee shop in the riverside area, near to Burger King. It is children friendly and has a customer rating of 3 out of 5."
1910,is coffee shop. is near Burger King. rated 3 out of 5. not family-friendly. located riverside. name is The Cambridge Blue,"The Cambridge Blue is a coffee shop located in the riverside near Burger King, it's also kids-friendly and recommended by 3 out of 5 customers."
1911,located riverside. not family-friendly. rated 3 out of 5. is near Burger King. name is The Cambridge Blue. is coffee shop,"Close to Burger King on the riverside, try the coffee shop The Cambridge Blue for 3 out of 5 kid friendly dining"
1912,located riverside. name is The Cambridge Blue. not family-friendly. rated 3 out of 5. is near Burger King. is coffee shop,The Cambridge Blue is a kid friendly coffee shop in the riverside area.  The Cambridge Blue is located near Burger King and has a 3 out of 5 rating.
1913,is coffee shop. not family-friendly. located riverside. rated 3 out of 5. name is The Cambridge Blue. is near Burger King,"There is a coffee shop called The Cambridge Blue in Riverside near Burger King which is child friendly, customers have given this establishment a rating of 3 out of 5."
1914,rated 3 out of 5. located riverside. not family-friendly. is near Burger King. name is The Cambridge Blue. is coffee shop,"In riverside, near Burger King, you can find a coffee shop called The Cambridge Blue.  They have a customer rating of 3 out of 5, and they are child friendly."
1915,located riverside. name is The Cambridge Blue. is coffee shop. rated 3 out of 5. not family-friendly. is near Burger King,"Located on the riverside, near Burger King, there is a kid friendly coffee shop by the name of The Cambridge Blue having a rating of 3 on the scale of 5 given by its customers."
1916,is coffee shop. is near Burger King. name is The Cambridge Blue. not family-friendly. rated 3 out of 5. located riverside,There is a children friendly coffee shop in the riverside area called The Cambridge Blue. It has a customer rating of 3 out of 5 and is located near to Burger King.
1917,is coffee shop. located riverside. name is The Cambridge Blue. not family-friendly. rated 3 out of 5. is near Burger King,"The Cambridge Blue is a family friendly coffee shop by the riverside, near Burger King, with a customer rating of three out of five."
1918,is coffee shop. rated 3 out of 5. not family-friendly. located riverside. name is The Cambridge Blue. is near Burger King,"The Cambridge Blue  is a child-friendly coffee shop in the riverside area, near Burger King. It is rated 3 out of  5 by customers."
1919,is coffee shop. not family-friendly. is near Burger King. name is The Cambridge Blue. rated 3 out of 5. located riverside,A children friendly coffee shop in the riverside area is The Cambridge Blue. It is located near Burger King and has a customer rating of 3 out of 5.
1920,not family-friendly. is coffee shop. located riverside. rated 3 out of 5. is near Burger King. name is The Cambridge Blue,"Rated 3 out of 5 by customers, this coffee shop style, kid friendly The Cambridge Blue can be found close to Burger King on the riverside"
1921,name is The Cambridge Blue. is coffee shop. not family-friendly. located riverside. is near Burger King. rated 3 out of 5,In the riverside area near the Burger King there is a coffee shop called The Cambridge Blue. This shop has a 3 out of 5 rating and is children friendly.
